Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_2_2,Overall,560230,5.602 ms,117,180,996456,781618,6.4144736842105265,285.18,181.78196147110333,7.14
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_2_4,Overall,554448,5.544 ms,117,252,996625,783965,6.4144736842105265,286.04,181.81279188558085,10.0
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_2_8,Overall,528848,5.288 ms,149,396,997677,789283,8.168859649122808,287.98,182.00470665499125,15.71
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_4_2,Overall,496678,4.967 ms,127,244,999458,783679,6.962719298245614,285.93,182.32961179217745,9.68
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_4_4,Overall,490896,4.909 ms,135,332,999909,786466,7.401315789473683,286.95,182.41188704028022,13.17
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_4_8,Overall,465296,4.653 ms,175,508,1001511,792668,9.594298245614036,289.21,182.70413747810858,20.16
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_8_2,Overall,479254,4.793 ms,163,372,1003199,787948,8.93640350877193,287.49,183.01207676590775,14.76
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_8_4,Overall,473472,4.735 ms,179,492,1004194,791635,9.81359649122807,288.83,183.1935931115003,19.52
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__2_8_8,Overall,447872,4.479 ms,235,732,1006864,799707,12.883771929824562,291.78,183.68067717454755,29.05
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_2_2,Overall,498790,4.988 ms,117,228,997080,783164,6.4144736842105265,285.74,181.89579684763572,9.05
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_2_4,Overall,493008,4.930 ms,141,348,997869,786975,7.730263157894737,287.13,182.0397329246935,13.81
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_2_8,Overall,467408,4.674 ms,197,588,1000157,795217,10.800438596491228,290.14,182.45712930531232,23.33
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_4_2,Overall,435238,4.352 ms,127,292,1000082,785225,6.962719298245614,286.49,182.44344716870987,11.59
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_4_4,Overall,429456,4.295 ms,159,428,1001153,789476,8.717105263157894,288.05,182.63882807939288,16.98
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_4_8,Overall,403856,4.039 ms,223,700,1003991,798602,12.225877192982457,291.38,183.15656012842965,27.78
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_8_2,Overall,417814,4.178 ms,163,420,1003823,789494,8.93640350877193,288.05,183.12591214244017,16.67
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_8_4,Overall,412032,4.120 ms,203,588,1005438,794645,11.12938596491228,289.93,183.42053415061298,23.33
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__4_8_8,Overall,386432,3.864 ms,283,924,1009344,805641,15.515350877192983,293.94,184.13309982486865,36.67
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__8_2_2,Overall,470118,4.701 ms,141,324,998606,786310,7.730263157894737,286.89,182.17418272037364,12.86
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__8_2_4,Overall,464336,4.643 ms,189,540,1000885,793103,10.361842105263158,289.37,182.58993724460012,21.43
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__8_2_8,Overall,438736,4.387 ms,293,972,1006153,807301,16.063596491228072,294.55,183.55097051955633,38.57
ATTN_config_64_64_2_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__8_4_2,Overall,406566,4.066 ms,151,388,1001608,788371,8.278508771929824,287.64,182.72183304144775,15.4
