Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
ATTN_config_96_144_6_24_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__12_12_12,Overall,2125998,21.260 ms,871,1259,65559,120231,47.752192982456144,43.87,11.9598292469352,49.96
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_1,Overall,5306590,53.066 ms,367,95,27181,40512,20.12061403508772,14.78,4.958588733216579,3.77
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_6,Overall,4303566,43.036 ms,465,203,29201,45883,25.493421052631575,16.74,5.327094279042615,8.06
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_12,Overall,4301262,43.013 ms,465,303,30731,52052,25.493421052631575,18.99,5.606209865732633,12.02
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_24,Overall,4307022,43.070 ms,465,495,33443,63576,25.493421052631575,23.2,6.100955925277291,19.64
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_6_1,Overall,4439032,44.390 ms,389,115,28806,42459,21.326754385964914,15.49,5.255035026269702,4.56
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_6_6,Overall,3408162,34.082 ms,455,323,32152,50597,24.945175438596493,18.46,5.865440747227087,12.82
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_6_12,Overall,3405858,34.059 ms,491,539,35598,59875,26.918859649122805,21.85,6.494089316987741,21.39
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_6_24,Overall,3411618,34.116 ms,563,971,41671,77905,30.86622807017544,28.42,7.601977524810274,38.53
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_12_1,Overall,4480504,44.805 ms,389,119,30135,44385,21.326754385964914,16.19,5.497482486865149,4.72
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_12_6,Overall,3449634,34.496 ms,491,323,36291,56266,26.918859649122805,20.53,6.6205122591943955,12.82
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_12_12,Overall,3440418,34.404 ms,563,539,42953,69564,30.86622807017544,25.38,7.835850846468184,21.39
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_12_24,Overall,3442146,34.421 ms,707,971,55391,96378,38.760964912280706,35.16,10.104896380618797,38.53
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_24_1,Overall,4480504,44.805 ms,413,119,32873,48049,22.642543859649123,17.53,5.996971687098657,4.72
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_24_6,Overall,3449634,34.496 ms,587,323,43568,66130,32.18201754385965,24.13,7.94804436660829,12.82
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_24_12,Overall,3440418,34.404 ms,731,539,55672,86316,40.07675438596491,31.49,10.156158785755984,21.39
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_24_24,Overall,3442146,34.421 ms,443,971,97270,135090,24.287280701754383,49.29,17.74481903093987,38.53
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_1_1,Overall,3647721,36.477 ms,405,155,29413,43656,22.203947368421055,15.93,5.365769118505546,6.15
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_1_6,Overall,2658510,26.585 ms,557,563,33909,57728,30.537280701754387,21.06,6.1859676007005255,22.34
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_1_12,Overall,2656206,26.562 ms,557,1023,39252,74756,30.537280701754387,27.28,7.160683012259195,40.6
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_1_24,Overall,2661966,26.620 ms,773,1935,49559,108016,42.37938596491228,39.41,9.040973438412141,76.79
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_12_1,Overall,2835457,28.355 ms,427,179,32148,47317,23.410087719298247,17.26,5.864711033274956,7.1
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_12_6,Overall,1804578,18.046 ms,583,683,40979,68111,31.962719298245613,24.85,7.475737011091652,27.1
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_12_12,Overall,1795362,17.954 ms,655,1259,51474,92268,35.91008771929825,33.66,9.390323992994746,49.96
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_12_24,Overall,1797090,17.971 ms,1015,2411,71507,140818,55.64692982456141,51.38,13.044913893753648,95.67
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_24_1,Overall,2835457,28.355 ms,451,179,34886,50981,24.725877192982455,18.6,6.364200233508464,7.1
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_24_12,Overall,1795362,17.954 ms,823,1259,64193,109020,45.12061403508772,39.78,11.710631932282546,49.96
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__6_24_24,Overall,1797090,17.971 ms,751,2411,113386,179530,41.17324561403509,65.5,20.684836544074724,95.67
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__12_1_1,Overall,3647721,36.477 ms,405,159,30533,46083,22.203947368421055,16.81,5.570089025102161,6.31
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__12_1_6,Overall,2658510,26.585 ms,557,563,41108,72145,30.537280701754387,26.32,7.49927028604787,22.34
ATTN_config_96_144_3_48_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__12_1_12,Overall,2656206,26.562 ms,773,1023,53639,103212,42.37938596491228,37.66,9.785281669585522,40.6
