Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
config_CIN48_HIN56_WIN56_COUT48_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2114448,21.144 ms,1062,2338,43102,113457,58.223684210526315,41.4,7.863032691185055,92.78
config_CIN48_HIN56_WIN56_COUT48_K1_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,694828,6.948 ms,1062,1162,103255,160510,58.223684210526315,58.56,18.83665353181553,46.11
config_CIN48_HIN56_WIN56_COUT48_K1_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2104349,21.043 ms,1062,4666,73692,199506,58.223684210526315,72.79,13.443520140105077,185.16
config_CIN48_HIN56_WIN56_COUT48_K1_UFCIN48_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,650978,6.510 ms,1062,4623,493755,282263,58.223684210526315,102.99,90.07497810858143,183.45
config_CIN48_HIN56_WIN56_COUT48_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,8899377,88.994 ms,1620,2308,22462,114102,88.81578947368422,41.63,4.09770869819031,91.59
config_CIN48_HIN56_WIN56_COUT48_K3_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1078177,10.782 ms,1044,1156,103090,169499,57.23684210526315,61.84,18.806552831290134,45.87
config_CIN48_HIN56_WIN56_COUT48_K3_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,8814698,88.147 ms,1044,4612,69527,211056,57.23684210526315,77.01,12.68370548744892,183.02
config_CIN48_HIN56_WIN56_COUT96_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2934395,29.344 ms,1636,2338,43746,114318,89.69298245614034,41.71,7.980516637478109,92.78
config_CIN48_HIN56_WIN56_COUT96_K1_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2604723,26.047 ms,1732,4642,70026,204515,94.95614035087719,74.62,12.774737302977233,184.21
config_CIN48_HIN56_WIN56_COUT96_K1_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2924296,29.243 ms,1636,4666,74880,199862,89.69298245614034,72.92,13.660245183887914,185.16
config_CIN48_HIN56_WIN56_COUT96_K1_UFCIN48_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2594624,25.946 ms,1732,9274,126489,372324,94.95614035087719,135.85,23.075197022767075,368.02
config_CIN48_HIN56_WIN56_COUT96_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,12091028,0.121 sec,2174,2308,23056,113941,119.18859649122805,41.57,4.206071220081728,91.59
config_CIN48_HIN56_WIN56_COUT96_K3_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,9375252,93.753 ms,2846,4612,30950,204015,156.03070175438597,74.44,5.646161704611792,183.02
config_CIN48_HIN56_WIN56_COUT96_K3_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,12006349,0.120 sec,2750,4612,33709,200150,150.76754385964912,73.03,6.149481903093988,183.02
config_CIN48_HIN56_WIN56_COUT96_K3_UFCIN48_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,9290573,92.906 ms,1694,9220,122324,393077,92.87280701754386,143.42,22.315382370110918,365.87
config_CIN48_HIN56_WIN112_COUT48_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4155312,41.553 ms,1914,2338,43726,113494,104.9342105263158,41.41,7.976868067717454,92.78
config_CIN48_HIN56_WIN112_COUT48_K1_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1365036,13.650 ms,2010,1162,103425,160610,110.19736842105263,58.6,18.867666374781088,46.11
config_CIN48_HIN56_WIN112_COUT48_K1_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4135469,41.355 ms,2010,4666,74961,199549,110.19736842105263,72.81,13.675021891418565,185.16
config_CIN48_HIN56_WIN112_COUT48_K1_UFCIN48_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1278962,12.790 ms,2106,4623,493923,282368,115.46052631578947,103.02,90.10562609457092,183.45
config_CIN48_HIN56_WIN112_COUT48_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17774257,0.178 sec,2462,2308,23059,114087,134.9780701754386,41.63,4.206618505545826,91.59
config_CIN48_HIN56_WIN112_COUT48_K3_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2131873,21.319 ms,1982,1156,103157,169539,108.66228070175438,61.86,18.818775539988327,45.87
config_CIN48_HIN56_WIN112_COUT48_K3_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17604906,0.176 sec,1982,4612,70745,210999,108.66228070175438,76.98,12.905903385872739,183.02
config_CIN48_HIN56_WIN112_COUT96_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5761275,57.613 ms,3004,2338,44370,114355,164.69298245614036,41.72,8.094352014010509,92.78
config_CIN48_HIN56_WIN112_COUT96_K1_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5113299,51.133 ms,3148,4642,71226,204552,172.58771929824562,74.63,12.993651488616461,184.21
config_CIN48_HIN56_WIN112_COUT96_K1_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5741432,57.414 ms,3100,4666,76149,199905,169.95614035087718,72.94,13.891746935201402,185.16
config_CIN48_HIN56_WIN112_COUT96_K1_UFCIN48_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5093456,50.935 ms,3244,9274,128910,372367,177.85087719298244,135.86,23.516856392294223,368.02
config_CIN48_HIN56_WIN112_COUT96_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,24133268,0.241 sec,3522,2308,23653,113982,193.0921052631579,41.59,4.314981027437245,91.59
config_CIN48_HIN56_WIN112_COUT96_K3_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,18701716,0.187 sec,4242,4612,32123,204000,232.5657894736842,74.43,5.860150321074139,183.02
config_CIN48_HIN56_WIN112_COUT96_K3_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,23963917,0.240 sec,4194,4612,34927,200197,229.9342105263158,73.04,6.371679801517804,183.02
config_CIN48_HIN56_WIN112_COUT96_K3_UFCIN48_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,18532365,0.185 sec,3186,9220,124694,393020,174.67105263157893,143.4,22.747737886748396,365.87
config_CIN48_HIN112_WIN56_COUT48_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4155424,41.554 ms,1914,2338,43728,113561,104.9342105263158,41.43,7.97723292469352,92.78
config_CIN48_HIN112_WIN56_COUT48_K1_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1365148,13.651 ms,2010,1162,103325,160557,110.19736842105263,58.58,18.849423525977816,46.11
config_CIN48_HIN112_WIN56_COUT48_K1_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4135581,41.356 ms,2010,4666,74962,199639,110.19736842105263,72.84,13.675204319906598,185.16
config_CIN48_HIN112_WIN56_COUT48_K1_UFCIN48_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1278962,12.790 ms,2106,4623,493822,282313,115.46052631578947,103.0,90.08720081727962,183.45
config_CIN48_HIN112_WIN56_COUT48_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17774369,0.178 sec,2462,2308,23062,114225,134.9780701754386,41.68,4.207165791009924,91.59
config_CIN48_HIN112_WIN56_COUT48_K3_UFCIN24_UFCOU48_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2131985,21.320 ms,1982,1156,103158,169540,108.66228070175438,61.86,18.818957968476358,45.87
config_CIN48_HIN112_WIN56_COUT48_K3_UFCIN48_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17605018,0.176 sec,1982,4612,70747,211280,108.66228070175438,77.09,12.906268242848803,183.02
