Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN1_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,305699,3.057 ms,57,8,10435,17150,3.125,6.26,1.9036412726211327,0.32
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,69156,0.692 ms,62,36,10811,19509,3.399122807017544,7.12,1.9722343841214245,1.43
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN1_UFCOU32_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,44323,0.443 ms,102,132,14749,25508,5.592105263157895,9.31,2.6906377699941624,5.24
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,338980,3.390 ms,63,36,11320,18959,3.453947368421053,6.92,2.065090484530064,1.43
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN8_UFCOU8_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,102436,1.024 ms,54,260,14223,29205,2.9605263157894735,10.66,2.5946803852889664,10.32
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN8_UFCOU32_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,37667,0.377 ms,70,1028,33691,52975,3.8377192982456143,19.33,6.1461981903093985,40.79
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN32_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,337700,3.377 ms,103,132,14202,24992,5.646929824561404,9.12,2.5908493870402802,5.24
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN32_UFCOU8_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,101156,1.012 ms,70,1028,24857,58996,3.8377192982456143,21.53,4.534624927028605,40.79
config_CIN32_HIN14_WIN14_COUT32_K1_UFCIN32_UFCOU32_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,35082,0.351 ms,117,2056,184517,112210,6.4144736842105265,40.94,33.66115732632808,81.59
config_CIN32_HIN14_WIN14_COUT32_K3_UFCIN1_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1857999,18.580 ms,77,8,10448,17671,4.2214912280701755,6.45,1.9060128429655574,0.32
