Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN6_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,77325,0.773 ms,44,148,13760,25131,2.4122807017543857,9.17,2.5102159953298306,5.87
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN6_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,64525,0.645 ms,56,292,15401,31809,3.070175438596491,11.61,2.809581144191477,11.59
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN6_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,28671,0.287 ms,56,580,23435,38295,3.070175438596491,13.97,4.275211617046118,23.02
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN12_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,76813,0.768 ms,44,292,15849,30903,2.4122807017543857,11.28,2.891309106830122,11.59
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN12_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,64013,0.640 ms,56,580,18954,42868,3.070175438596491,15.64,3.457749562171629,23.02
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN12_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,28671,0.287 ms,56,580,36688,56717,3.070175438596491,20.69,6.692936368943374,23.02
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN24_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,76039,0.760 ms,56,580,19896,42601,3.070175438596491,15.54,3.629597197898424,23.02
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN24_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,63239,0.632 ms,68,1156,25929,65691,3.7280701754385963,23.97,4.73018826619965,45.87
config_CIN24_HIN14_WIN14_COUT24_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,26328,0.263 ms,91,1160,99542,72061,4.989035087719299,26.29,18.159296555750146,46.03
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN6_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,377521,3.775 ms,80,148,12637,26098,4.385964912280701,9.52,2.3053488032691183,5.87
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN6_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,292457,2.925 ms,128,292,13127,32645,7.017543859649122,11.91,2.394738762405137,11.59
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN6_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,47051,0.471 ms,200,580,18857,38131,10.964912280701753,13.91,3.4400539988324574,23.02
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN12_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,373993,3.740 ms,116,292,13574,32498,6.359649122807018,11.86,2.4762842965557503,11.59
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN12_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,288929,2.889 ms,200,580,14376,44223,10.964912280701753,16.14,2.6225919439579686,23.02
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN12_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,47051,0.471 ms,56,580,36715,59121,3.070175438596491,21.57,6.6978619381202575,23.02
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN24_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,368695,3.687 ms,200,580,15377,45238,10.964912280701753,16.51,2.8052028604786927,23.02
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN24_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,283631,2.836 ms,68,1156,26019,70464,3.7280701754385963,25.71,4.746606830122592,45.87
config_CIN24_HIN14_WIN14_COUT24_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,36626,0.366 ms,68,536,52384,91626,3.7280701754385963,33.43,9.556333917104496,21.27
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN6_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,123712,1.237 ms,102,148,12782,25025,5.592105263157895,9.13,2.3318009340338586,5.87
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN6_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,98112,0.981 ms,66,292,15590,32124,3.618421052631579,11.72,2.8440601284296556,11.59
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN6_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,85312,0.853 ms,90,580,18885,45338,4.934210526315789,16.54,3.4451619964973728,23.02
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN12_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,123200,1.232 ms,66,292,16065,31387,3.618421052631579,11.45,2.9307136602451838,11.59
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN12_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,97600,0.976 ms,66,580,19191,43008,3.618421052631579,15.69,3.5009851138353767,23.02
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN12_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,84800,0.848 ms,90,1156,25396,66633,4.934210526315789,24.31,4.632953882078225,45.87
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN24_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,122426,1.224 ms,78,580,20188,43107,4.276315789473684,15.73,3.6828663164039694,23.02
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN24_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,96826,0.968 ms,78,1156,26255,65482,4.276315789473684,23.89,4.789659953298307,45.87
config_CIN24_HIN14_WIN14_COUT48_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,84026,0.840 ms,102,2308,38281,111032,5.592105263157895,40.51,6.983544950379452,91.59
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN6_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,568724,5.687 ms,100,148,12809,26341,5.482456140350877,9.61,2.3367265032107416,5.87
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN6_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,398596,3.986 ms,136,292,13312,32815,7.456140350877193,11.97,2.428488032691185,11.59
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN6_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,313532,3.135 ms,232,580,14304,45896,12.719298245614036,16.75,2.6094570928196146,23.02
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN12_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,565196,5.652 ms,136,292,13788,32913,7.456140350877193,12.01,2.515323992994746,11.59
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN12_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,395068,3.951 ms,208,580,14609,44327,11.403508771929824,16.17,2.6650977816695858,23.02
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN12_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,310004,3.100 ms,376,1156,16207,67711,20.614035087719298,24.7,2.9566185055458263,45.87
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN24_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,559898,5.599 ms,220,580,15670,45850,12.06140350877193,16.73,2.858654407472271,23.02
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN24_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,389770,3.898 ms,364,1156,17128,67825,19.956140350877195,24.75,3.1246351430239345,45.87
config_CIN24_HIN14_WIN14_COUT48_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,304706,3.047 ms,100,2308,38371,118103,5.482456140350877,43.09,6.999963514302393,91.59
config_CIN24_HIN14_WIN28_COUT24_K1_UFCIN6_UFCOU6_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,143405,1.434 ms,78,148,13762,25415,4.276315789473684,9.27,2.510580852305896,5.87
config_CIN24_HIN14_WIN28_COUT24_K1_UFCIN6_UFCOU12_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,119405,1.194 ms,78,292,15439,32121,4.276315789473684,11.72,2.8165134267367193,11.59
config_CIN24_HIN14_WIN28_COUT24_K1_UFCIN6_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,52191,0.522 ms,78,580,23480,38423,4.276315789473684,14.02,4.283420899007589,23.02
