Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_16,Overall,686757,6.868 ms,151,1515,125032,185542,8.278508771929824,67.7,22.809398715703445,60.12
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_20,Overall,692694,6.927 ms,163,1863,150570,218653,8.93640350877193,79.78,27.46825744308231,73.93
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_20_16,Overall,693877,6.939 ms,159,1451,134363,192879,8.717105263157894,70.37,24.511638937536485,57.58
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_20_20,Overall,699814,6.998 ms,171,1783,161553,227606,9.375,83.04,29.471869527145362,70.75
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__20_16_16,Overall,693165,6.932 ms,155,1451,141348,207474,8.49780701754386,75.7,25.785901926444833,57.58
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__20_16_20,Overall,699094,6.991 ms,167,1783,170016,246022,9.155701754385964,89.76,31.015761821366024,70.75
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__20_20_16,Overall,700285,7.003 ms,163,1387,150679,214811,8.93640350877193,78.38,27.488142148277877,55.04
ATTN_config_80_80_1_80_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__20_20_20,Overall,706214,7.062 ms,175,1703,181002,254975,9.594298245614036,93.03,33.01992119089317,67.58
ATTN_config_80_80_1_80_2_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_16,Overall,32151,0.322 ms,13,0,5093,6469,0.712719298245614,2.36,0.9291082895504963,0.0
ATTN_config_80_80_1_80_2_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_20,Overall,19244,0.192 ms,13,0,5117,6359,0.712719298245614,2.32,0.9334865732632808,0.0
