Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
GEMM_config_M48_K48_N48_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,5756,57.560 us,132,544,6422,26184,7.236842105263158,9.55,1.1715557501459428,21.59
GEMM_config_M48_K48_N48_UM8_UK8_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,6434,64.340 us,68,664,18676,63402,3.7280701754385963,23.13,3.4070344424985404,26.35
GEMM_config_M48_K48_N48_UM8_UK8_UN24_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,8352,83.520 us,68,824,36664,94618,3.7280701754385963,34.52,6.688558085230589,32.7
GEMM_config_M48_K48_N48_UM8_UK12_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,5682,56.820 us,4,800,14302,40409,0.21929824561403508,14.74,2.609092235843549,31.75
GEMM_config_M48_K48_N48_UM8_UK12_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,5575,55.750 us,4,984,16131,46283,0.21929824561403508,16.89,2.9427539404553413,39.05
GEMM_config_M48_K48_N48_UM8_UK24_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,5574,55.740 us,4,1568,22777,70150,0.21929824561403508,25.59,4.155173671920607,62.22
GEMM_config_M48_K48_N48_UM8_UK24_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,5477,54.770 us,4,1948,26458,85177,0.21929824561403508,31.08,4.826692936368944,77.3
GEMM_config_M48_K48_N48_UM8_UK24_UN24_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,5379,53.790 us,4,3096,37399,129734,0.21929824561403508,47.33,6.822643023934617,122.86
GEMM_config_M48_K48_N48_UM12_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,5761,57.610 us,68,672,10381,32338,3.7280701754385963,11.8,1.893790134267367,26.67
GEMM_config_M48_K48_N48_UM12_UK8_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,6439,64.390 us,4,792,23396,83912,0.21929824561403508,30.62,4.268096906012843,31.43
