Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
GEMM_config_M256_K256_N256_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,150212,1.502 ms,308,544,5183,25664,16.885964912280702,9.36,0.9455268534734385,21.59
GEMM_config_M256_K256_N256_UM8_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,154563,1.546 ms,276,664,13048,50361,15.131578947368421,18.37,2.380326911850555,26.35
GEMM_config_M256_K256_N256_UM8_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,146100,1.461 ms,284,1056,8043,46270,15.570175438596493,16.88,1.4672723292469352,41.9
GEMM_config_M256_K256_N256_UM8_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,142003,1.420 ms,396,1560,10110,66199,21.710526315789476,24.15,1.8443520140105079,61.9
GEMM_config_M256_K256_N256_UM16_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,150196,1.502 ms,300,800,6821,35730,16.447368421052634,13.04,1.2443447168709865,31.75
GEMM_config_M256_K256_N256_UM16_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,154547,1.545 ms,268,792,19646,73107,14.692982456140353,26.67,3.583990075890251,31.43
GEMM_config_M256_K256_N256_UM16_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,146084,1.461 ms,404,1568,9873,65607,22.149122807017545,23.94,1.80111646234676,62.22
GEMM_config_M256_K256_N256_UM16_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,141987,1.420 ms,516,2072,11940,85536,28.289473684210524,31.21,2.178196147110333,82.22
GEMM_config_M256_K256_N512_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,224260,2.243 ms,436,544,5264,25693,23.903508771929825,9.37,0.9603035610040864,21.59
GEMM_config_M256_K256_N512_UM8_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,224515,2.245 ms,436,664,12168,50262,23.903508771929825,18.34,2.219789842381786,26.35
GEMM_config_M256_K256_N512_UM8_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,220148,2.201 ms,428,1056,7684,46179,23.464912280701753,16.85,1.401780502043199,41.9
GEMM_config_M256_K256_N512_UM8_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,211955,2.120 ms,444,1560,8854,65980,24.342105263157894,24.07,1.6152218330414476,61.9
GEMM_config_M256_K256_N512_UM16_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,224244,2.242 ms,428,800,6902,35759,23.464912280701753,13.05,1.2591214244016344,31.75
GEMM_config_M256_K256_N512_UM16_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,224499,2.245 ms,428,792,18766,73008,23.464912280701753,26.64,3.4234530064214828,31.43
GEMM_config_M256_K256_N512_UM16_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,220132,2.201 ms,548,1568,9514,65516,30.043859649122805,23.9,1.7356246351430238,62.22
GEMM_config_M256_K256_N512_UM16_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,211939,2.119 ms,564,2072,10684,85317,30.92105263157895,31.13,1.9490659661412728,82.22
GEMM_config_M256_K256_N768_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,298308,2.983 ms,692,544,5339,26065,37.93859649122807,9.51,0.9739856976065383,21.59
GEMM_config_M256_K256_N768_UM8_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,294467,2.945 ms,692,664,12306,50625,37.93859649122807,18.47,2.2449649737302977,26.35
GEMM_config_M256_K256_N768_UM8_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,294196,2.942 ms,684,1056,7822,46822,37.5,17.08,1.4269556333917106,41.9
GEMM_config_M256_K256_N768_UM8_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,281907,2.819 ms,700,1560,9119,66608,38.377192982456144,24.3,1.6635653823701109,61.9
GEMM_config_M256_K256_N768_UM16_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,298292,2.983 ms,684,800,6977,36131,37.5,13.18,1.2728035610040864,31.75
GEMM_config_M256_K256_N768_UM16_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,294451,2.945 ms,684,792,18904,73371,37.5,26.77,3.4486281377699943,31.43
GEMM_config_M256_K256_N768_UM16_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,294180,2.942 ms,804,1568,9652,66159,44.07894736842105,24.14,1.7607997664915351,62.22
GEMM_config_M256_K256_N768_UM16_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,281891,2.819 ms,820,2072,10949,85945,44.95614035087719,31.36,1.9974095154699358,82.22
GEMM_config_M256_K256_N1024_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,372356,3.724 ms,692,544,5345,25709,37.93859649122807,9.38,0.9750802685347344,21.59
GEMM_config_M256_K256_N1024_UM8_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,364419,3.644 ms,692,664,12312,50278,37.93859649122807,18.34,2.246059544658494,26.35
GEMM_config_M256_K256_N1024_UM8_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,368244,3.682 ms,684,1056,7837,46203,37.5,16.86,1.4296920607122008,41.9
GEMM_config_M256_K256_N1024_UM8_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,351859,3.519 ms,700,1560,9134,66004,38.377192982456144,24.08,1.6663018096906013,61.9
GEMM_config_M256_K256_N1024_UM16_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,372340,3.723 ms,684,800,6983,35775,37.5,13.05,1.2738981319322824,31.75
GEMM_config_M256_K256_N1024_UM16_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,364403,3.644 ms,684,792,18910,73024,37.5,26.64,3.4497227086981908,31.43
GEMM_config_M256_K256_N1024_UM16_UK16_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,368228,3.682 ms,804,1568,9667,65540,44.07894736842105,23.91,1.7635361938120258,62.22
GEMM_config_M256_K256_N1024_UM16_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,351843,3.518 ms,820,2072,10964,85341,44.95614035087719,31.14,2.000145942790426,82.22
GEMM_config_M256_K512_N256_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,298724,2.987 ms,564,544,5265,25683,30.92105263157895,9.37,0.9604859894921192,21.59
GEMM_config_M256_K512_N256_UM8_UK8_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,307171,3.072 ms,564,664,12298,50252,30.92105263157895,18.33,2.2435055458260362,26.35
