Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
GEMM_config_M192_K192_N192_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,85028,0.850 ms,260,544,6768,26694,14.25438596491228,9.74,1.234676007005254,21.59
GEMM_config_M192_K192_N192_UM8_UK8_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,90412,0.904 ms,228,664,18047,64797,12.5,23.64,3.2922869235259777,26.35
GEMM_config_M192_K192_N192_UM8_UK12_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,83514,0.835 ms,196,800,8843,38975,10.74561403508772,14.22,1.6132151196730882,31.75
GEMM_config_M192_K192_N192_UM8_UK12_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,81965,0.820 ms,244,984,9220,44652,13.37719298245614,16.29,1.681990659661413,39.05
GEMM_config_M192_K192_N192_UM8_UK24_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,81968,0.820 ms,388,1568,11950,69301,21.271929824561404,25.28,2.18002043199066,62.22
GEMM_config_M192_K192_N192_UM8_UK24_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,80431,0.804 ms,484,1948,12712,84619,26.535087719298247,30.87,2.31903093987157,77.3
GEMM_config_M192_K192_N192_UM8_UK24_UN24_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,78877,0.789 ms,772,3096,14461,127068,42.32456140350877,46.36,2.6380983654407473,122.86
GEMM_config_M192_K192_N192_UM12_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,85029,0.850 ms,228,672,7800,31802,12.5,11.6,1.4229422066549913,26.67
GEMM_config_M192_K192_N192_UM12_UK8_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,90413,0.904 ms,196,792,23955,85153,10.74561403508772,31.07,4.370074430823117,31.43
GEMM_config_M192_K192_N192_UM12_UK12_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,83506,0.835 ms,244,992,9690,45974,13.37719298245614,16.77,1.7677320490367778,39.37
GEMM_config_M192_K192_N192_UM12_UK12_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,81957,0.820 ms,292,1176,10067,51771,16.00877192982456,18.89,1.8365075890251021,46.67
GEMM_config_M192_K192_N192_UM12_UK24_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,81960,0.820 ms,484,1952,12889,82896,26.535087719298247,30.25,2.3513207822533566,77.46
GEMM_config_M192_K192_N192_UM12_UK24_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,80423,0.804 ms,580,2332,13651,98214,31.798245614035086,35.83,2.4903312901342676,92.54
GEMM_config_M192_K192_N192_UM12_UK24_UN24_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,78869,0.789 ms,868,3480,15400,140663,47.58771929824561,51.32,2.8093987157034443,138.1
GEMM_config_M192_K192_N192_UM24_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,85021,0.850 ms,324,1056,9880,47680,17.763157894736842,17.4,1.802393461762989,41.9
GEMM_config_M192_K192_N192_UM24_UK8_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,90405,0.904 ms,292,1176,40663,147543,16.00877192982456,53.83,7.418089608873321,46.67
GEMM_config_M192_K192_N192_UM24_UK12_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,83498,0.835 ms,388,1568,11830,69150,21.271929824561404,25.23,2.158129013426737,62.22
GEMM_config_M192_K192_N192_UM24_UK12_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,81949,0.819 ms,436,1752,12207,74827,23.903508771929825,27.3,2.2269045534150615,69.52
GEMM_config_M192_K192_N192_UM24_UK24_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,81952,0.820 ms,772,3104,15305,127585,42.32456140350877,46.55,2.7920680093403387,123.17
GEMM_config_M192_K192_N192_UM24_UK24_UN12_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,80415,0.804 ms,868,3484,16067,142903,47.58771929824561,52.14,2.9310785172212492,138.25
GEMM_config_M192_K192_N192_UM24_UK24_UN24_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,78861,0.789 ms,1156,4632,17816,185352,63.377192982456144,67.63,3.2501459427904265,183.81
GEMM_config_M192_K192_N240_UM8_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,95456,0.955 ms,260,544,6770,26754,14.25438596491228,9.76,1.2350408639813193,21.59
